"delay","latitude","longitude","occurrencetimestamp","direction","location","title"
360,53.1239,23.8889,"20180224010400+0100","outbound","Bobrowniki","Waiting time in Bobrowniki (outbound)$$Wartezeit in Bobrowniki (Ausreise)"
0,53.1235,23.8931,"20180224010400+0100","inbound"," Bobrowniki","No waiting time in Bobrowniki (inbound)$$Keine Wartezeit in Bobrowniki (Einreise)"
0,50.0956,23.2748,"20180224010100+0100","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,50.097,23.2804,"20180224010100+0100","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
0,49.4813,22.701,"20180224005600+0100","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
0,49.4818,22.6956,"20180224005600+0100","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
0,54.3716,20.6602,"20180224002700+0100","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,54.3732,20.6581,"20180224002700+0100","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
0,54.4177,20.0599,"20180224001500+0100","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
0,54.4201,20.0632,"20180224001500+0100","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
60,50.2722,23.5913,"20180223231800+0100","inbound","Hrebenne","Waiting time in Hrebenne (inbound)$$Wartezeit in Hrebenne (Einreise)"
240,50.2768,23.5876,"20180223231800+0100","outbound","Hrebenne","Waiting time in Hrebenne (outbound)$$Wartezeit in Hrebenne (Ausreise)"
0,53.5217,23.6599,"20180223230300+0100","inbound"," Kuznica","No waiting time in Kuznica (inbound)$$Keine Wartezeit in Kuznica (Einreise)"
480,53.5197,23.6555,"20180223230300+0100","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
0,52.4709,23.3576,"20180223225400+0100","outbound"," Polowce","No waiting time in Polowce (outbound)$$Keine Wartezeit in Polowce (Ausreise)"
0,52.4696,23.3583,"20180223225400+0100","inbound"," Polowce","No waiting time in Polowce (inbound)$$Keine Wartezeit in Polowce (Einreise)"
0,52.1219,23.5707,"20180223221500+0100","inbound"," Koroszczyn","No waiting time in Koroszczyn (inbound)$$Keine Wartezeit in Koroszczyn (Einreise)"
180,52.1103,23.5609,"20180223221500+0100","outbound","Koroszczyn","Waiting time in Koroszczyn (outbound)$$Wartezeit in Koroszczyn (Ausreise)"
60,49.7998,22.944,"20180223221400+0100","outbound","Medyka","Waiting time in Medyka (outbound)$$Wartezeit in Medyka (Ausreise)"
60,49.7996,22.951,"20180223221400+0100","inbound","Medyka","Waiting time in Medyka (inbound)$$Wartezeit in Medyka (Einreise)"
0,53.1235,23.8931,"20180223220500+0100","inbound"," Bobrowniki","No waiting time in Bobrowniki (inbound)$$Keine Wartezeit in Bobrowniki (Einreise)"
360,53.1239,23.8889,"20180223220500+0100","outbound","Bobrowniki","Waiting time in Bobrowniki (outbound)$$Wartezeit in Bobrowniki (Ausreise)"
0,50.0956,23.2748,"20180223220100+0100","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,50.097,23.2804,"20180223220100+0100","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
0,49.4818,22.6956,"20180223215900+0100","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
0,49.4813,22.701,"20180223215900+0100","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
900,49.9549,23.1107,"20180223215600+0100","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
60,49.9555,23.1179,"20180223215600+0100","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
480,51.1793,23.8014,"20180223212800+0100","outbound","Dorohusk","Waiting time in Dorohusk (outbound)$$Wartezeit in Dorohusk (Ausreise)"
120,51.1817,23.8023,"20180223212800+0100","inbound","Dorohusk","Waiting time in Dorohusk (inbound)$$Wartezeit in Dorohusk (Einreise)"
0,54.3441,22.2986,"20180223210200+0100","inbound"," Goldap","No waiting time in Goldap (inbound)$$Keine Wartezeit in Goldap (Einreise)"
0,54.341,22.2981,"20180223210200+0100","outbound"," Goldap","No waiting time in Goldap (outbound)$$Keine Wartezeit in Goldap (Ausreise)"
0,54.3716,20.6602,"20180223203800+0100","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,54.3732,20.6581,"20180223203800+0100","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
0,54.3716,20.6602,"20180223201800+0100","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,54.3732,20.6581,"20180223201800+0100","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
0,53.5217,23.6599,"20180223200700+0100","inbound"," Kuznica","No waiting time in Kuznica (inbound)$$Keine Wartezeit in Kuznica (Einreise)"
600,53.5197,23.6555,"20180223200700+0100","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
0,54.4177,20.0599,"20180223200600+0100","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
0,54.4201,20.0632,"20180223200600+0100","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
0,54.4331,19.8961,"20180223195900+0100","outbound"," Gronowo","No waiting time in Gronowo (outbound)$$Keine Wartezeit in Gronowo (Ausreise)"
0,54.4345,19.8976,"20180223195900+0100","inbound"," Gronowo","No waiting time in Gronowo (inbound)$$Keine Wartezeit in Gronowo (Einreise)"
60,50.2722,23.5913,"20180223195800+0100","inbound","Hrebenne","Waiting time in Hrebenne (inbound)$$Wartezeit in Hrebenne (Einreise)"
180,50.2768,23.5876,"20180223195800+0100","outbound","Hrebenne","Waiting time in Hrebenne (outbound)$$Wartezeit in Hrebenne (Ausreise)"
480,51.1793,23.8014,"20180223195600+0100","outbound","Dorohusk","Waiting time in Dorohusk (outbound)$$Wartezeit in Dorohusk (Ausreise)"
120,51.1817,23.8023,"20180223195600+0100","inbound","Dorohusk","Waiting time in Dorohusk (inbound)$$Wartezeit in Dorohusk (Einreise)"
0,54.3716,20.6602,"20180223195200+0100","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,54.3732,20.6581,"20180223195200+0100","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
0,52.4709,23.3576,"20180223194100+0100","outbound"," Polowce","No waiting time in Polowce (outbound)$$Keine Wartezeit in Polowce (Ausreise)"
0,52.4696,23.3583,"20180223194100+0100","inbound"," Polowce","No waiting time in Polowce (inbound)$$Keine Wartezeit in Polowce (Einreise)"
0,54.4177,20.0599,"20180223193900+0100","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
0,54.4201,20.0632,"20180223193900+0100","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
0,54.341,22.2981,"20180223193200+0100","outbound"," Goldap","No waiting time in Goldap (outbound)$$Keine Wartezeit in Goldap (Ausreise)"
180,50.2768,23.5876,"20180223193200+0100","outbound","Hrebenne","Waiting time in Hrebenne (outbound)$$Wartezeit in Hrebenne (Ausreise)"
60,50.2722,23.5913,"20180223193200+0100","inbound","Hrebenne","Waiting time in Hrebenne (inbound)$$Wartezeit in Hrebenne (Einreise)"
0,54.3441,22.2986,"20180223193200+0100","inbound"," Goldap","No waiting time in Goldap (inbound)$$Keine Wartezeit in Goldap (Einreise)"
600,53.5197,23.6555,"20180223192300+0100","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
0,53.5217,23.6599,"20180223192300+0100","inbound"," Kuznica","No waiting time in Kuznica (inbound)$$Keine Wartezeit in Kuznica (Einreise)"
0,54.4177,20.0599,"20180223191400+0100","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
0,54.4201,20.0632,"20180223191400+0100","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
480,51.1793,23.8014,"20180223190500+0100","outbound","Dorohusk","Waiting time in Dorohusk (outbound)$$Wartezeit in Dorohusk (Ausreise)"
120,51.1817,23.8023,"20180223190500+0100","inbound","Dorohusk","Waiting time in Dorohusk (inbound)$$Wartezeit in Dorohusk (Einreise)"
60,49.7996,22.951,"20180223190400+0100","inbound","Medyka","Waiting time in Medyka (inbound)$$Wartezeit in Medyka (Einreise)"
360,49.7998,22.944,"20180223190400+0100","outbound","Medyka","Waiting time in Medyka (outbound)$$Wartezeit in Medyka (Ausreise)"
960,49.9549,23.1107,"20180223190400+0100","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
60,49.9555,23.1179,"20180223190400+0100","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
60,49.7996,22.951,"20180223190200+0100","inbound","Medyka","Waiting time in Medyka (inbound)$$Wartezeit in Medyka (Einreise)"
0,52.4709,23.3576,"20180223190200+0100","outbound"," Polowce","No waiting time in Polowce (outbound)$$Keine Wartezeit in Polowce (Ausreise)"
0,52.4696,23.3583,"20180223190200+0100","inbound"," Polowce","No waiting time in Polowce (inbound)$$Keine Wartezeit in Polowce (Einreise)"
360,49.7998,22.944,"20180223190200+0100","outbound","Medyka","Waiting time in Medyka (outbound)$$Wartezeit in Medyka (Ausreise)"
0,49.4818,22.6956,"20180223185900+0100","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
0,49.4813,22.701,"20180223185900+0100","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
0,50.0956,23.2748,"20180223185800+0100","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,50.097,23.2804,"20180223185800+0100","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
0,53.1235,23.8931,"20180223185600+0100","inbound"," Bobrowniki","No waiting time in Bobrowniki (inbound)$$Keine Wartezeit in Bobrowniki (Einreise)"
360,53.1239,23.8889,"20180223185600+0100","outbound","Bobrowniki","Waiting time in Bobrowniki (outbound)$$Wartezeit in Bobrowniki (Ausreise)"
0,52.1219,23.5707,"20180223185500+0100","inbound"," Koroszczyn","No waiting time in Koroszczyn (inbound)$$Keine Wartezeit in Koroszczyn (Einreise)"
120,52.1103,23.5609,"20180223185500+0100","outbound","Koroszczyn","Waiting time in Koroszczyn (outbound)$$Wartezeit in Koroszczyn (Ausreise)"
900,49.9549,23.1107,"20180223183600+0100","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
60,49.9555,23.1179,"20180223183600+0100","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
180,50.2768,23.5876,"20180223182600+0100","outbound","Hrebenne","Waiting time in Hrebenne (outbound)$$Wartezeit in Hrebenne (Ausreise)"
0,50.0956,23.2748,"20180223182600+0100","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,50.097,23.2804,"20180223182600+0100","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
0,50.2722,23.5913,"20180223182600+0100","inbound"," Hrebenne","No waiting time in Hrebenne (inbound)$$Keine Wartezeit in Hrebenne (Einreise)"
0,54.4201,20.0632,"20180223181700+0100","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
0,54.4177,20.0599,"20180223181700+0100","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
60,49.9555,23.1179,"20180223174900+0100","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
900,49.9549,23.1107,"20180223174900+0100","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
360,51.1793,23.8014,"20180223174700+0100","outbound","Dorohusk","Waiting time in Dorohusk (outbound)$$Wartezeit in Dorohusk (Ausreise)"
120,51.1817,23.8023,"20180223174700+0100","inbound","Dorohusk","Waiting time in Dorohusk (inbound)$$Wartezeit in Dorohusk (Einreise)"
0,54.3732,20.6581,"20180223172900+0100","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
0,54.3716,20.6602,"20180223172900+0100","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,50.0956,23.2748,"20180223171100+0100","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,50.097,23.2804,"20180223171100+0100","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
60,53.5217,23.6599,"20180223170200+0100","inbound","Kuznica","Waiting time in Kuznica (inbound)$$Wartezeit in Kuznica (Einreise)"
480,53.5197,23.6555,"20180223170200+0100","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
0,54.4177,20.0599,"20180223170000+0100","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
0,54.4201,20.0632,"20180223170000+0100","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
0,50.097,23.2804,"20180223165800+0100","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
0,50.0956,23.2748,"20180223165800+0100","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,52.4709,23.3576,"20180223164400+0100","outbound"," Polowce","No waiting time in Polowce (outbound)$$Keine Wartezeit in Polowce (Ausreise)"
0,52.4696,23.3583,"20180223164400+0100","inbound"," Polowce","No waiting time in Polowce (inbound)$$Keine Wartezeit in Polowce (Einreise)"
0,49.4818,22.6956,"20180223163600+0100","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
0,49.4813,22.701,"20180223163600+0100","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
900,49.9549,23.1107,"20180223155700+0100","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
60,49.9555,23.1179,"20180223155700+0100","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
180,53.1239,23.8889,"20180223154700+0100","outbound","Bobrowniki","Waiting time in Bobrowniki (outbound)$$Wartezeit in Bobrowniki (Ausreise)"
0,53.1235,23.8931,"20180223154700+0100","inbound"," Bobrowniki","No waiting time in Bobrowniki (inbound)$$Keine Wartezeit in Bobrowniki (Einreise)"
0,52.4709,23.3576,"20180223152900+0100","outbound"," Polowce","No waiting time in Polowce (outbound)$$Keine Wartezeit in Polowce (Ausreise)"
0,52.4696,23.3583,"20180223152900+0100","inbound"," Polowce","No waiting time in Polowce (inbound)$$Keine Wartezeit in Polowce (Einreise)"
120,50.2768,23.5876,"20180223143000+0100","outbound","Hrebenne","Waiting time in Hrebenne (outbound)$$Wartezeit in Hrebenne (Ausreise)"
0,50.2722,23.5913,"20180223143000+0100","inbound"," Hrebenne","No waiting time in Hrebenne (inbound)$$Keine Wartezeit in Hrebenne (Einreise)"
0,54.3716,20.6602,"20180223142000+0100","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,54.3732,20.6581,"20180223142000+0100","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
480,53.5197,23.6555,"20180223141900+0100","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
0,53.5217,23.6599,"20180223141900+0100","inbound"," Kuznica","No waiting time in Kuznica (inbound)$$Keine Wartezeit in Kuznica (Einreise)"
360,51.1793,23.8014,"20180223140600+0100","outbound","Dorohusk","Waiting time in Dorohusk (outbound)$$Wartezeit in Dorohusk (Ausreise)"
0,54.4331,19.8961,"20180223140600+0100","outbound"," Gronowo","No waiting time in Gronowo (outbound)$$Keine Wartezeit in Gronowo (Ausreise)"
0,54.4345,19.8976,"20180223140600+0100","inbound"," Gronowo","No waiting time in Gronowo (inbound)$$Keine Wartezeit in Gronowo (Einreise)"
120,51.1817,23.8023,"20180223140600+0100","inbound","Dorohusk","Waiting time in Dorohusk (inbound)$$Wartezeit in Dorohusk (Einreise)"
180,52.1103,23.5609,"20180223140100+0100","outbound","Koroszczyn","Waiting time in Koroszczyn (outbound)$$Wartezeit in Koroszczyn (Ausreise)"
0,52.1219,23.5707,"20180223140100+0100","inbound"," Koroszczyn","No waiting time in Koroszczyn (inbound)$$Keine Wartezeit in Koroszczyn (Einreise)"
0,54.4177,20.0599,"20180223134600+0100","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
0,54.4201,20.0632,"20180223134600+0100","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
0,54.3732,20.6581,"20180223134000+0100","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
0,54.3716,20.6602,"20180223134000+0100","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,54.3441,22.2986,"20180223133200+0100","inbound"," Goldap","No waiting time in Goldap (inbound)$$Keine Wartezeit in Goldap (Einreise)"
0,54.341,22.2981,"20180223133200+0100","outbound"," Goldap","No waiting time in Goldap (outbound)$$Keine Wartezeit in Goldap (Ausreise)"
0,53.1235,23.8931,"20180223132200+0100","inbound"," Bobrowniki","No waiting time in Bobrowniki (inbound)$$Keine Wartezeit in Bobrowniki (Einreise)"
120,53.1239,23.8889,"20180223132200+0100","outbound","Bobrowniki","Waiting time in Bobrowniki (outbound)$$Wartezeit in Bobrowniki (Ausreise)"
0,49.4818,22.6956,"20180223131200+0100","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
0,49.4813,22.701,"20180223131200+0100","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
0,49.7996,22.951,"20180223131000+0100","inbound"," Medyka","No waiting time in Medyka (inbound)$$Keine Wartezeit in Medyka (Einreise)"
240,49.7998,22.944,"20180223131000+0100","outbound","Medyka","Waiting time in Medyka (outbound)$$Wartezeit in Medyka (Ausreise)"
600,49.9549,23.1107,"20180223130900+0100","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
60,49.9555,23.1179,"20180223130900+0100","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
0,50.0956,23.2748,"20180223124800+0100","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,50.097,23.2804,"20180223124800+0100","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
240,51.1793,23.8014,"20180223121900+0100","outbound","Dorohusk","Waiting time in Dorohusk (outbound)$$Wartezeit in Dorohusk (Ausreise)"
0,51.1817,23.8023,"20180223121900+0100","inbound"," Dorohusk","No waiting time in Dorohusk (inbound)$$Keine Wartezeit in Dorohusk (Einreise)"
420,53.5197,23.6555,"20180223110800+0100","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
0,54.4331,19.8961,"20180223110800+0100","outbound"," Gronowo","No waiting time in Gronowo (outbound)$$Keine Wartezeit in Gronowo (Ausreise)"
0,54.4345,19.8976,"20180223110800+0100","inbound"," Gronowo","No waiting time in Gronowo (inbound)$$Keine Wartezeit in Gronowo (Einreise)"
0,53.5217,23.6599,"20180223110800+0100","inbound"," Kuznica","No waiting time in Kuznica (inbound)$$Keine Wartezeit in Kuznica (Einreise)"
420,53.5197,23.6555,"20180223110600+0100","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
0,53.5217,23.6599,"20180223110600+0100","inbound"," Kuznica","No waiting time in Kuznica (inbound)$$Keine Wartezeit in Kuznica (Einreise)"
0,52.4709,23.3576,"20180223105700+0100","outbound"," Polowce","No waiting time in Polowce (outbound)$$Keine Wartezeit in Polowce (Ausreise)"
0,52.4696,23.3583,"20180223105700+0100","inbound"," Polowce","No waiting time in Polowce (inbound)$$Keine Wartezeit in Polowce (Einreise)"
0,50.097,23.2804,"20180223103000+0100","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
0,50.0956,23.2748,"20180223103000+0100","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,54.4177,20.0599,"20180223102900+0100","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
0,54.4201,20.0632,"20180223102900+0100","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
60,49.9555,23.1179,"20180223100400+0100","inbound","Korczowa","Waiting time in Korczowa (inbound)$$Wartezeit in Korczowa (Einreise)"
600,49.9549,23.1107,"20180223100400+0100","outbound","Korczowa","Waiting time in Korczowa (outbound)$$Wartezeit in Korczowa (Ausreise)"
0,49.4813,22.701,"20180223095500+0100","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
0,49.4818,22.6956,"20180223095500+0100","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
120,53.1239,23.8889,"20180223095100+0100","outbound","Bobrowniki","Waiting time in Bobrowniki (outbound)$$Wartezeit in Bobrowniki (Ausreise)"
0,53.1235,23.8931,"20180223095100+0100","inbound"," Bobrowniki","No waiting time in Bobrowniki (inbound)$$Keine Wartezeit in Bobrowniki (Einreise)"
240,49.7998,22.944,"20180223092300+0100","outbound","Medyka","Waiting time in Medyka (outbound)$$Wartezeit in Medyka (Ausreise)"
0,49.7996,22.951,"20180223092300+0100","inbound"," Medyka","No waiting time in Medyka (inbound)$$Keine Wartezeit in Medyka (Einreise)"
0,54.3732,20.6581,"20180223090700+0100","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
0,54.3716,20.6602,"20180223090700+0100","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,54.341,22.2981,"20180223085500+0100","outbound"," Goldap","No waiting time in Goldap (outbound)$$Keine Wartezeit in Goldap (Ausreise)"
0,54.3441,22.2986,"20180223085500+0100","inbound"," Goldap","No waiting time in Goldap (inbound)$$Keine Wartezeit in Goldap (Einreise)"
0,54.3732,20.6581,"20180223082300+0100","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
0,54.3716,20.6602,"20180223082300+0100","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
0,54.4201,20.0632,"20180223081900+0100","inbound"," Grzechotki","No waiting time in Grzechotki (inbound)$$Keine Wartezeit in Grzechotki (Einreise)"
0,54.4177,20.0599,"20180223081900+0100","outbound"," Grzechotki","No waiting time in Grzechotki (outbound)$$Keine Wartezeit in Grzechotki (Ausreise)"
0,49.4813,22.701,"20180223081700+0100","inbound"," Kroscienki","No waiting time in Kroscienki (inbound)$$Keine Wartezeit in Kroscienki (Einreise)"
0,49.4818,22.6956,"20180223081700+0100","outbound"," Kroscienki","No waiting time in Kroscienki (outbound)$$Keine Wartezeit in Kroscienki (Ausreise)"
0,50.0956,23.2748,"20180223081500+0100","outbound"," Budomierz","No waiting time in Budomierz (outbound)$$Keine Wartezeit in Budomierz (Ausreise)"
0,50.097,23.2804,"20180223081500+0100","inbound"," Budomierz","No waiting time in Budomierz (inbound)$$Keine Wartezeit in Budomierz (Einreise)"
0,53.5217,23.6599,"20180223080900+0100","inbound"," Kuznica","No waiting time in Kuznica (inbound)$$Keine Wartezeit in Kuznica (Einreise)"
240,53.5197,23.6555,"20180223080900+0100","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
180,50.2768,23.5876,"20180223080700+0100","outbound","Hrebenne","Waiting time in Hrebenne (outbound)$$Wartezeit in Hrebenne (Ausreise)"
60,50.2722,23.5913,"20180223080700+0100","inbound","Hrebenne","Waiting time in Hrebenne (inbound)$$Wartezeit in Hrebenne (Einreise)"
240,53.5197,23.6555,"20180223075700+0100","outbound","Kuznica","Waiting time in Kuznica (outbound)$$Wartezeit in Kuznica (Ausreise)"
0,53.5217,23.6599,"20180223075700+0100","inbound"," Kuznica","No waiting time in Kuznica (inbound)$$Keine Wartezeit in Kuznica (Einreise)"
0,54.341,22.2981,"20180223075300+0100","outbound"," Goldap","No waiting time in Goldap (outbound)$$Keine Wartezeit in Goldap (Ausreise)"
180,50.2768,23.5876,"20180223075300+0100","outbound","Hrebenne","Waiting time in Hrebenne (outbound)$$Wartezeit in Hrebenne (Ausreise)"
60,50.2722,23.5913,"20180223075300+0100","inbound","Hrebenne","Waiting time in Hrebenne (inbound)$$Wartezeit in Hrebenne (Einreise)"
0,54.3441,22.2986,"20180223075300+0100","inbound"," Goldap","No waiting time in Goldap (inbound)$$Keine Wartezeit in Goldap (Einreise)"
0,54.3716,20.6602,"20180223075100+0100","outbound"," Bezledy","No waiting time in Bezledy (outbound)$$Keine Wartezeit in Bezledy (Ausreise)"
360,51.1793,23.8014,"20180223075100+0100","outbound","Dorohusk","Waiting time in Dorohusk (outbound)$$Wartezeit in Dorohusk (Ausreise)"
180,51.1817,23.8023,"20180223075100+0100","inbound","Dorohusk","Waiting time in Dorohusk (inbound)$$Wartezeit in Dorohusk (Einreise)"
0,54.3732,20.6581,"20180223075100+0100","inbound"," Bezledy","No waiting time in Bezledy (inbound)$$Keine Wartezeit in Bezledy (Einreise)"
0,54.4331,19.8961,"20180223074700+0100","outbound"," Gronowo","No waiting time in Gronowo (outbound)$$Keine Wartezeit in Gronowo (Ausreise)"
0,54.4345,19.8976,"20180223074700+0100","inbound"," Gronowo","No waiting time in Gronowo (inbound)$$Keine Wartezeit in Gronowo (Einreise)"
