"terminal","servicetype","departures","waitingtimeminutes","journeytimeminutes","delayreason","retrievaldate","latitude","longitude","trend"
"UK","normal",2,0,60,"none/unknown","2018-02-03 18:42:54.482",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-03 18:42:54.622",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-03 19:12:55.501",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-02-03 19:12:55.642",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-03 19:42:54.494",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-03 19:42:54.634",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-03 20:13:10.291",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-03 20:13:10.449",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-03 20:42:56.742",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-03 20:42:56.889",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-02-03 21:12:56.412",51.0963,1.13505,"stable"
"F","normal",1,0,60,"none/unknown","2018-02-03 21:12:56.55",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"none/unknown","2018-02-03 21:43:10.389",51.0963,1.13505,"stable"
"F","delayed",1,0,120,"none/unknown","2018-02-03 21:43:10.53",50.9239,1.81604,"increasing"
"UK","normal",1,0,60,"none/unknown","2018-02-03 22:12:56.951",51.0963,1.13505,"stable"
"F","delayed",1,0,180,"none/unknown","2018-02-03 22:12:57.091",50.9239,1.81604,"increasing"
"UK","delayed",1,0,120,"none/unknown","2018-02-03 22:42:55.421",51.0963,1.13505,"increasing"
"F","delayed",1,0,180,"none/unknown","2018-02-03 22:42:55.568",50.9239,1.81604,"stable"
"UK","delayed",1,0,150,"none/unknown","2018-02-03 23:12:55.307",51.0963,1.13505,"increasing"
"F","delayed",1,0,180,"none/unknown","2018-02-03 23:12:55.445",50.9239,1.81604,"stable"
"UK","delayed",1,0,150,"none/unknown","2018-02-03 23:42:56.488",51.0963,1.13505,"stable"
"F","delayed",1,0,240,"none/unknown","2018-02-03 23:42:56.627",50.9239,1.81604,"increasing"
"UK","delayed",1,0,150,"none/unknown","2018-02-04 00:12:55.708",51.0963,1.13505,"stable"
"F","delayed",1,0,240,"none/unknown","2018-02-04 00:12:55.851",50.9239,1.81604,"stable"
"UK","delayed",1,0,150,"none/unknown","2018-02-04 00:42:56.642",51.0963,1.13505,"stable"
"F","delayed",1,0,240,"none/unknown","2018-02-04 00:42:56.78",50.9239,1.81604,"stable"
"UK","delayed",1,0,150,"none/unknown","2018-02-04 01:12:56.728",51.0963,1.13505,"stable"
"F","delayed",1,0,240,"none/unknown","2018-02-04 01:12:56.867",50.9239,1.81604,"stable"
"UK","delayed",1,0,150,"none/unknown","2018-02-04 01:42:55.923",51.0963,1.13505,"stable"
"F","delayed",2,0,300,"none/unknown","2018-02-04 01:42:56.064",50.9239,1.81604,"increasing"
"UK","delayed",1,0,150,"none/unknown","2018-02-04 02:13:05.565",51.0963,1.13505,"stable"
"F","delayed",1,0,300,"none/unknown","2018-02-04 02:13:05.705",50.9239,1.81604,"stable"
"UK","delayed",1,0,150,"none/unknown","2018-02-04 02:42:54.908",51.0963,1.13505,"stable"
"F","delayed",1,0,300,"none/unknown","2018-02-04 02:42:55.09",50.9239,1.81604,"stable"
"UK","delayed",1,0,150,"none/unknown","2018-02-04 03:12:54.949",51.0963,1.13505,"stable"
"F","delayed",1,0,300,"none/unknown","2018-02-04 03:12:55.132",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"none/unknown","2018-02-04 03:42:54.445",51.0963,1.13505,"decreasing"
"F","delayed",1,0,300,"none/unknown","2018-02-04 03:42:54.584",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"none/unknown","2018-02-04 04:13:10.059",51.0963,1.13505,"stable"
"F","delayed",1,0,210,"none/unknown","2018-02-04 04:13:10.199",50.9239,1.81604,"decreasing"
"UK","delayed",1,0,120,"none/unknown","2018-02-04 04:42:54.771",51.0963,1.13505,"stable"
"F","delayed",1,0,210,"none/unknown","2018-02-04 04:42:54.912",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"none/unknown","2018-02-04 05:12:56.091",51.0963,1.13505,"stable"
"F","delayed",1,0,210,"none/unknown","2018-02-04 05:12:56.231",50.9239,1.81604,"stable"
"UK","delayed",2,0,120,"none/unknown","2018-02-04 05:42:55.252",51.0963,1.13505,"stable"
"F","delayed",2,0,210,"none/unknown","2018-02-04 05:42:55.396",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-04 06:13:12.159",51.0963,1.13505,"decreasing"
"F","delayed",2,0,210,"none/unknown","2018-02-04 06:13:12.298",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-04 06:42:55.947",51.0963,1.13505,"stable"
"F","delayed",2,0,180,"none/unknown","2018-02-04 06:42:56.089",50.9239,1.81604,"decreasing"
"UK","normal",3,0,60,"none/unknown","2018-02-04 07:12:59.096",51.0963,1.13505,"stable"
"F","delayed",3,0,180,"none/unknown","2018-02-04 07:12:59.257",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-04 07:42:55.797",51.0963,1.13505,"stable"
"F","delayed",3,0,180,"none/unknown","2018-02-04 07:42:55.944",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-04 08:13:10.94",51.0963,1.13505,"stable"
"F","delayed",3,0,120,"none/unknown","2018-02-04 08:13:11.081",50.9239,1.81604,"decreasing"
"UK","normal",3,0,60,"none/unknown","2018-02-04 08:42:55.509",51.0963,1.13505,"stable"
"F","delayed",3,0,120,"none/unknown","2018-02-04 08:42:55.649",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-04 09:12:58.145",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-04 09:12:58.283",50.9239,1.81604,"decreasing"
"UK","normal",3,0,60,"none/unknown","2018-02-04 09:42:55.207",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-04 09:42:55.345",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-04 10:13:11.193",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-04 10:13:11.332",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-04 10:42:55.458",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-04 10:42:55.598",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-04 11:13:12.148",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-04 11:13:12.301",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-04 11:42:58.394",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-04 11:42:58.556",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-04 12:13:09.378",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-04 12:13:09.53",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-04 12:42:56.491",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-04 12:42:56.635",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-04 13:12:56.915",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-04 13:12:57.063",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-04 13:42:55.355",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-04 13:42:55.496",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-04 14:12:55.83",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-04 14:12:55.994",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-04 14:42:55.066",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-04 14:42:55.22",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-04 15:12:56.365",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-04 15:12:56.517",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-04 15:42:57.925",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-04 15:42:58.066",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-04 16:13:09.958",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-04 16:13:10.144",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-04 16:42:53.919",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-04 16:42:54.062",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-04 17:12:57.307",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-02-04 17:12:57.477",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-04 17:42:54.478",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-02-04 17:42:54.635",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-02-04 18:13:05.731",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-04 18:13:05.881",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"none/unknown","2018-02-04 18:42:54.748",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-04 18:42:54.894",50.9239,1.81604,"stable"
"UK","delayed",2,0,120,"none/unknown","2018-02-04 19:12:55.779",51.0963,1.13505,"increasing"
"F","normal",3,0,60,"none/unknown","2018-02-04 19:12:55.928",50.9239,1.81604,"stable"
"UK","delayed",3,0,120,"none/unknown","2018-02-04 19:42:54.224",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-02-04 19:42:54.361",50.9239,1.81604,"stable"
"UK","delayed",3,0,120,"none/unknown","2018-02-04 20:13:08.793",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-02-04 20:13:08.986",50.9239,1.81604,"stable"
"UK","delayed",2,0,120,"none/unknown","2018-02-04 20:42:54.346",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-04 20:42:54.492",50.9239,1.81604,"stable"
"UK","delayed",3,0,120,"none/unknown","2018-02-04 21:12:54.677",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-04 21:12:54.833",50.9239,1.81604,"stable"
"UK","delayed",3,0,120,"none/unknown","2018-02-04 21:42:55.899",51.0963,1.13505,"stable"
"F","normal",1,0,60,"none/unknown","2018-02-04 21:42:56.043",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"none/unknown","2018-02-04 22:13:09.992",51.0963,1.13505,"decreasing"
"F","normal",1,0,60,"none/unknown","2018-02-04 22:13:10.185",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"none/unknown","2018-02-04 22:42:56.592",51.0963,1.13505,"increasing"
"F","normal",3,0,60,"none/unknown","2018-02-04 22:42:56.731",50.9239,1.81604,"stable"
"UK","delayed",2,0,120,"none/unknown","2018-02-04 23:12:55.47",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-02-04 23:12:55.615",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"none/unknown","2018-02-04 23:42:56.026",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-02-04 23:42:56.163",50.9239,1.81604,"stable"
"UK","delayed",2,0,120,"none/unknown","2018-02-05 00:13:12.078",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-05 00:13:12.218",50.9239,1.81604,"stable"
"UK","delayed",3,0,120,"none/unknown","2018-02-05 00:42:55.862",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-02-05 00:42:56.006",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"none/unknown","2018-02-05 01:12:56.896",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-02-05 01:12:57.035",50.9239,1.81604,"stable"
"UK","delayed",2,0,120,"none/unknown","2018-02-05 01:42:54.701",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 01:42:54.838",50.9239,1.81604,"stable"
"UK","delayed",3,0,120,"none/unknown","2018-02-05 02:13:05.063",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-02-05 02:13:05.202",50.9239,1.81604,"stable"
"UK","delayed",2,0,120,"none/unknown","2018-02-05 02:42:54.155",51.0963,1.13505,"stable"
"F","delayed",4,0,120,"none/unknown","2018-02-05 02:42:54.302",50.9239,1.81604,"increasing"
"UK","delayed",3,0,120,"none/unknown","2018-02-05 03:12:55.658",51.0963,1.13505,"stable"
"F","delayed",5,0,120,"none/unknown","2018-02-05 03:12:55.796",50.9239,1.81604,"stable"
"UK","delayed",2,0,120,"none/unknown","2018-02-05 03:42:54.768",51.0963,1.13505,"stable"
"F","delayed",4,0,120,"none/unknown","2018-02-05 03:42:54.906",50.9239,1.81604,"stable"
"UK","delayed",2,0,120,"none/unknown","2018-02-05 04:13:11.03",51.0963,1.13505,"stable"
"F","delayed",4,0,120,"none/unknown","2018-02-05 04:13:11.169",50.9239,1.81604,"stable"
"UK","delayed",4,0,120,"none/unknown","2018-02-05 04:42:55.665",51.0963,1.13505,"stable"
"F","delayed",4,0,120,"none/unknown","2018-02-05 04:42:55.803",50.9239,1.81604,"stable"
"UK","delayed",5,0,120,"none/unknown","2018-02-05 05:12:56.316",51.0963,1.13505,"stable"
"F","delayed",5,0,120,"none/unknown","2018-02-05 05:12:56.455",50.9239,1.81604,"stable"
"UK","delayed",6,0,120,"none/unknown","2018-02-05 05:42:56.394",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 05:42:56.534",50.9239,1.81604,"decreasing"
"UK","normal",5,0,60,"none/unknown","2018-02-05 06:12:55.915",51.0963,1.13505,"decreasing"
"F","normal",4,0,60,"none/unknown","2018-02-05 06:12:56.073",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-05 06:42:55.593",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-05 06:42:55.733",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-05 07:12:54.01",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 07:12:54.168",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-05 07:39:31.913",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-05 07:39:32.059",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-05 07:42:56.868",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-05 07:42:57.006",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-05 08:13:10.636",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-05 08:13:10.781",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-05 08:42:56.641",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 08:42:56.781",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-05 09:12:59.227",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 09:12:59.375",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-05 09:43:01.235",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-05 09:43:01.373",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-05 10:13:10.021",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-05 10:13:10.195",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-05 10:42:57.311",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 10:42:57.451",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-05 11:12:55.923",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-05 11:12:56.064",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-05 11:42:56.441",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 11:42:56.579",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-05 12:13:10.147",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 12:13:10.318",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-05 12:15:48.313",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 12:15:48.451",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-05 12:42:57.682",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 12:42:57.85",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-05 13:12:56.568",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-05 13:12:56.706",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-05 13:44:22.795",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 13:44:22.935",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-05 14:12:59.718",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 14:12:59.857",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-05 14:42:56.158",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-05 14:42:56.297",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-05 15:12:56.328",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 15:12:56.467",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-05 15:42:55.974",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 15:42:56.114",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-05 15:53:02.075",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 15:53:02.213",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-05 16:13:10.415",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-05 16:13:10.557",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-05 16:42:56.064",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-05 16:42:56.203",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-05 17:13:00.797",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-05 17:13:00.938",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-05 17:42:54.151",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 17:42:54.288",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-05 18:01:25.377",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 18:01:25.518",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-05 18:13:10.86",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 18:13:11.004",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-05 18:42:55.807",51.0963,1.13505,"stable"
"F","normal",7,0,60,"none/unknown","2018-02-05 18:42:55.951",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-05 19:12:58.241",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-05 19:12:58.399",50.9239,1.81604,"stable"
"UK","normal",7,0,60,"none/unknown","2018-02-05 19:42:55.803",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 19:42:55.944",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-05 20:12:56.448",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-05 20:12:56.586",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-05 20:42:55.219",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-05 20:42:55.355",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-05 21:12:55.987",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 21:12:56.126",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-05 21:42:55.057",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 21:42:55.193",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-05 22:13:06.537",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 22:13:06.683",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-05 22:42:54.79",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-05 22:42:54.929",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-05 23:12:54.973",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-05 23:12:55.157",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-05 23:42:54.317",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-05 23:42:54.455",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-06 00:13:06.145",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-06 00:13:06.305",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-06 00:43:10.976",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-06 00:43:11.135",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-06 01:13:10.853",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-06 01:13:10.997",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-06 01:42:55.771",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-06 01:42:55.914",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-06 02:13:11.808",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-06 02:13:12.052",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-06 02:42:56.476",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-06 02:42:56.612",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-06 03:12:57.904",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-06 03:12:58.043",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-06 03:42:56.145",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-06 03:42:56.283",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-06 04:13:10.955",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-06 04:13:11.094",50.9239,1.81604,"stable"
