"terminal","servicetype","departures","waitingtimeminutes","journeytimeminutes","delayreason","retrievaldate","latitude","longitude","trend"
"F","delayed",7,60,120,"earlier cancellations","2018-03-22 10:42:56.639",50.9239,1.81604,"stable"
"UK","delayed",5,0,120,"earlier cancellations","2018-03-22 11:12:56.611",51.0963,1.13505,"stable"
"F","delayed",6,60,120,"earlier cancellations","2018-03-22 11:12:56.715",50.9239,1.81604,"stable"
"UK","delayed",6,0,120,"earlier cancellations","2018-03-22 11:42:53.711",51.0963,1.13505,"stable"
"F","delayed",6,60,120,"earlier cancellations","2018-03-22 11:42:53.81",50.9239,1.81604,"stable"
"UK","delayed",6,0,120,"earlier cancellations","2018-03-22 11:53:00.549",51.0963,1.13505,"stable"
"F","delayed",6,60,120,"earlier cancellations","2018-03-22 11:53:00.75",50.9239,1.81604,"stable"
"UK","delayed",6,0,120,"earlier cancellations","2018-03-22 12:12:54.044",51.0963,1.13505,"stable"
"F","delayed",6,30,120,"earlier cancellations","2018-03-22 12:12:54.143",50.9239,1.81604,"decreasing"
"UK","delayed",5,0,120,"earlier cancellations","2018-03-22 12:42:54.517",51.0963,1.13505,"stable"
"F","delayed",7,30,120,"earlier cancellations","2018-03-22 12:42:54.616",50.9239,1.81604,"stable"
"UK","delayed",5,0,120,"an earlier cancellation","2018-03-22 13:12:54.513",51.0963,1.13505,"stable"
"F","delayed",7,60,60,"earlier cancellations","2018-03-22 13:12:54.618",50.9239,1.81604,"decreasing"
"UK","normal",7,0,60,"none/unknown","2018-03-22 13:42:54.465",51.0963,1.13505,"decreasing"
"F","delayed",6,60,60,"earlier cancellations","2018-03-22 13:42:54.564",50.9239,1.81604,"stable"
"UK","normal",7,0,60,"none/unknown","2018-03-22 14:12:54.948",51.0963,1.13505,"stable"
"F","delayed",5,60,120,"earlier cancellations","2018-03-22 14:12:55.097",50.9239,1.81604,"increasing"
"UK","normal",6,0,60,"none/unknown","2018-03-22 14:38:12.939",51.0963,1.13505,"stable"
"F","delayed",6,60,120,"earlier cancellations","2018-03-22 14:38:13.042",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-22 14:42:54.863",51.0963,1.13505,"stable"
"F","delayed",7,60,120,"earlier cancellations","2018-03-22 14:42:54.962",50.9239,1.81604,"stable"
"UK","delayed",5,30,60,"high demand","2018-03-22 15:12:54.84",51.0963,1.13505,"increasing"
"F","delayed",7,60,120,"earlier cancellations","2018-03-22 15:12:54.943",50.9239,1.81604,"stable"
"UK","delayed",7,30,60,"high demand","2018-03-22 15:43:06.823",51.0963,1.13505,"stable"
"F","delayed",6,60,120,"earlier cancellations","2018-03-22 15:43:06.932",50.9239,1.81604,"stable"
"UK","delayed",7,30,60,"high demand","2018-03-22 16:13:08.042",51.0963,1.13505,"stable"
"F","delayed",5,60,120,"earlier cancellations","2018-03-22 16:13:08.143",50.9239,1.81604,"stable"
"UK","delayed",5,30,60,"high demand","2018-03-22 16:42:54.18",51.0963,1.13505,"stable"
"F","delayed",6,0,120,"earlier cancellations","2018-03-22 16:42:54.28",50.9239,1.81604,"decreasing"
"UK","delayed",5,30,60,"high demand","2018-03-22 17:12:55.07",51.0963,1.13505,"stable"
"F","delayed",7,0,120,"earlier cancellations","2018-03-22 17:12:55.172",50.9239,1.81604,"stable"
"UK","delayed",6,0,120,"high demand","2018-03-22 17:42:55.245",51.0963,1.13505,"increasing"
"F","delayed",7,0,120,"earlier cancellations","2018-03-22 17:42:55.348",50.9239,1.81604,"stable"
"UK","delayed",6,0,120,"high demand","2018-03-22 18:12:55.486",51.0963,1.13505,"stable"
"F","normal",6,0,60,"earlier cancellations","2018-03-22 18:12:55.596",50.9239,1.81604,"decreasing"
"UK","delayed",6,0,120,"high demand","2018-03-22 18:42:54.422",51.0963,1.13505,"stable"
"F","normal",6,0,60,"earlier cancellations","2018-03-22 18:42:54.524",50.9239,1.81604,"stable"
"UK","delayed",7,0,120,"high demand","2018-03-22 19:12:54.246",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-22 19:12:54.348",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-22 19:42:54.201",51.0963,1.13505,"decreasing"
"F","normal",6,0,60,"none/unknown","2018-03-22 19:42:54.3",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-22 20:12:55.218",51.0963,1.13505,"stable"
"F","normal",7,0,60,"none/unknown","2018-03-22 20:12:55.317",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-22 20:42:55.404",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-22 20:42:55.503",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-22 21:12:55.419",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-22 21:12:55.518",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-22 21:42:54.216",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-22 21:42:54.316",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-22 22:12:55.82",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-22 22:12:55.924",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-22 22:43:11.881",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-22 22:43:12.085",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-22 23:12:55.599",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-03-22 23:12:55.698",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-22 23:43:13.768",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-22 23:43:13.869",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-23 00:13:05.506",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-23 00:13:05.608",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"none/unknown","2018-03-23 00:42:55.829",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-23 00:42:55.934",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-23 01:12:53.797",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-23 01:12:53.897",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-23 01:42:58.243",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-23 01:42:58.342",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-23 02:12:55.484",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-03-23 02:12:55.584",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-23 02:42:55.847",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-23 02:42:55.95",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-23 03:12:54.365",51.0963,1.13505,"stable"
"F","normal",7,0,60,"none/unknown","2018-03-23 03:12:54.464",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-23 03:42:55.691",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-23 03:42:55.79",50.9239,1.81604,"stable"
"UK","normal",7,0,60,"none/unknown","2018-03-23 04:12:54.764",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-23 04:12:54.863",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-23 04:42:54.882",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-23 04:42:54.98",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-23 05:12:56.677",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-23 05:12:56.777",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-23 05:42:54.549",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-23 05:42:54.648",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-23 06:12:55.474",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-23 06:12:55.572",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-23 06:43:09.553",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-23 06:43:09.654",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-23 07:13:10.851",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-23 07:13:10.963",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-23 07:42:55.912",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-23 07:42:56.018",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-23 07:47:32.005",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-23 07:47:32.106",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-23 08:12:56.058",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-23 08:12:56.161",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-23 08:42:58.854",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-23 08:42:58.971",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-23 09:13:10.811",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-23 09:13:10.918",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-23 09:43:11.489",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-23 09:43:11.592",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-23 10:12:57.726",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-23 10:12:57.828",50.9239,1.81604,"stable"
"UK","delayed",4,0,120,"none/unknown","2018-03-23 10:42:57.967",51.0963,1.13505,"increasing"
"F","normal",5,0,60,"none/unknown","2018-03-23 10:42:58.176",50.9239,1.81604,"stable"
"UK","delayed",5,0,120,"high demand","2018-03-23 11:12:57.211",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-23 11:12:57.313",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"high demand","2018-03-23 11:42:56.87",51.0963,1.13505,"decreasing"
"F","normal",6,0,60,"none/unknown","2018-03-23 11:42:56.988",50.9239,1.81604,"stable"
"UK","delayed",5,0,120,"none/unknown","2018-03-23 12:12:55.875",51.0963,1.13505,"increasing"
"F","normal",6,0,60,"none/unknown","2018-03-23 12:12:55.978",50.9239,1.81604,"stable"
"UK","delayed",5,0,120,"earlier cancellations","2018-03-23 12:42:55.574",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-23 12:42:55.678",50.9239,1.81604,"stable"
"UK","delayed",6,0,120,"earlier cancellations","2018-03-23 13:12:56.798",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-23 13:12:56.897",50.9239,1.81604,"stable"
"UK","delayed",6,0,120,"earlier cancellations","2018-03-23 13:42:57.332",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-23 13:42:57.438",50.9239,1.81604,"stable"
"UK","delayed",5,0,120,"earlier cancellations","2018-03-23 14:12:56.582",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-23 14:12:56.682",50.9239,1.81604,"stable"
"UK","delayed",5,0,120,"earlier cancellations","2018-03-23 14:42:55.346",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-23 14:42:55.446",50.9239,1.81604,"stable"
"UK","delayed",6,30,120,"earlier cancellations","2018-03-23 15:12:56.714",51.0963,1.13505,"increasing"
"F","normal",5,0,60,"none/unknown","2018-03-23 15:12:56.815",50.9239,1.81604,"stable"
"UK","delayed",6,30,120,"earlier cancellations","2018-03-23 15:43:12.032",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-23 15:43:12.134",50.9239,1.81604,"stable"
"UK","delayed",5,30,120,"earlier cancellations","2018-03-23 16:13:12.025",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-23 16:13:12.128",50.9239,1.81604,"stable"
"UK","delayed",5,0,120,"high demand","2018-03-23 16:42:57.226",51.0963,1.13505,"decreasing"
"F","normal",6,0,60,"none/unknown","2018-03-23 16:42:57.327",50.9239,1.81604,"stable"
"UK","delayed",6,0,120,"high demand","2018-03-23 17:12:55.962",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-23 17:12:56.068",50.9239,1.81604,"stable"
"UK","delayed",5,0,120,"high demand","2018-03-23 17:43:06.11",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-23 17:43:06.223",50.9239,1.81604,"stable"
"UK","delayed",5,0,120,"high demand","2018-03-23 18:12:57.339",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-23 18:12:57.462",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-23 18:42:54.335",51.0963,1.13505,"decreasing"
"F","normal",5,0,60,"none/unknown","2018-03-23 18:42:54.435",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-23 19:12:56.153",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-23 19:12:56.254",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-23 19:43:08.481",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-23 19:43:08.587",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-23 20:13:11.324",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-23 20:13:11.426",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-23 20:42:56.034",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-23 20:42:56.14",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-23 21:12:55.83",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-23 21:12:55.935",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-03-23 21:43:10.776",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-23 21:43:10.891",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-23 22:13:10.533",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-23 22:13:10.635",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-03-23 22:42:55.773",51.0963,1.13505,"stable"
"F","normal",1,0,60,"none/unknown","2018-03-23 22:42:55.876",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-03-23 23:12:56.666",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-23 23:12:56.766",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-23 23:42:56.711",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-23 23:42:56.832",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-03-24 00:12:57.15",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-03-24 00:12:57.27",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-24 00:42:56.571",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-24 00:42:56.669",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-24 01:12:55.201",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-03-24 01:12:55.299",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"none/unknown","2018-03-24 01:42:55.976",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-24 01:42:56.077",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-24 02:12:55.352",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-24 02:12:55.452",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-24 02:42:55.893",51.0963,1.13505,"stable"
"F","normal",1,0,60,"none/unknown","2018-03-24 02:42:55.993",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-03-24 03:12:54.912",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-24 03:12:55.053",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-24 03:43:06.82",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-24 03:43:06.933",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"none/unknown","2018-03-24 04:13:06.8",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-03-24 04:13:06.902",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-24 04:42:56.452",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-24 04:42:56.553",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-24 05:12:53.927",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-24 05:12:54.03",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-24 05:42:55.816",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-24 05:42:55.92",50.9239,1.81604,"stable"
"UK","normal",0,0,0,"none/unknown","2018-03-24 06:12:56.097",51.0963,1.13505,"decreasing"
"F","normal",5,0,60,"none/unknown","2018-03-24 06:12:56.197",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-24 06:43:09.521",51.0963,1.13505,"increasing"
"F","normal",5,0,60,"none/unknown","2018-03-24 06:43:09.622",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-24 07:13:08.917",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-24 07:13:09.018",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-24 07:41:49.477",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-24 07:41:49.577",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-24 07:42:56.418",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-24 07:42:56.537",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-24 08:12:54.239",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-24 08:12:54.339",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-24 08:42:55.754",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-24 08:42:55.858",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-24 09:12:57.377",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-24 09:12:57.477",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-24 09:42:54.478",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-24 09:42:54.576",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-24 10:12:54.127",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-24 10:12:54.226",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-24 10:42:55.67",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-24 10:42:55.768",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-24 11:12:55.671",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-24 11:12:55.774",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-24 11:43:11.309",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-24 11:43:11.412",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-24 12:13:09.269",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-24 12:13:09.392",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-24 12:42:57.384",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-24 12:42:57.484",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-24 13:12:56.85",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-24 13:12:56.988",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-24 13:42:56.811",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-24 13:42:56.911",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-24 14:12:57.031",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-24 14:12:57.132",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-24 14:42:55.872",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-24 14:42:55.975",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-24 15:12:55.363",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-03-24 15:12:55.462",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-24 15:42:55.216",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-24 15:42:55.314",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-03-24 16:12:54.971",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-24 16:12:55.113",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-03-24 16:42:55.635",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-24 16:42:55.733",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-24 17:12:55.81",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-03-24 17:12:55.913",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-24 17:43:06.459",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-03-24 17:43:06.563",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-03-24 18:13:05.72",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-24 18:13:05.822",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-03-24 18:42:53.543",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-24 18:42:53.643",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-24 19:12:54.229",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-03-24 19:12:54.33",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-24 19:42:55.18",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-03-24 19:42:55.28",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-03-24 20:12:55.45",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-24 20:12:55.55",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-03-24 20:42:53.427",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-24 20:42:53.526",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-03-24 21:12:53.504",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-03-24 21:12:53.603",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"none/unknown","2018-03-24 21:42:55.113",51.0963,1.13505,"stable"
"F","delayed",1,0,120,"none/unknown","2018-03-24 21:42:55.212",50.9239,1.81604,"increasing"
"UK","normal",1,0,60,"Essential maintenance work in the Tunnel","2018-03-24 22:12:54.005",51.0963,1.13505,"stable"
"F","delayed",1,0,150,"none/unknown","2018-03-24 22:12:54.109",50.9239,1.81604,"increasing"
"UK","normal",1,0,60,"Essential maintenance work in the Tunnel","2018-03-24 22:42:53.782",51.0963,1.13505,"stable"
"F","delayed",1,0,150,"none/unknown","2018-03-24 22:42:53.881",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"Essential maintenance work in the Tunnel","2018-03-24 23:12:55.395",51.0963,1.13505,"increasing"
"F","delayed",1,0,150,"none/unknown","2018-03-24 23:12:55.494",50.9239,1.81604,"stable"
"UK","delayed",1,0,150,"Essential maintenance work in the Tunnel","2018-03-24 23:42:53.726",51.0963,1.13505,"increasing"
"F","delayed",1,0,210,"none/unknown","2018-03-24 23:42:53.825",50.9239,1.81604,"increasing"
"UK","delayed",1,0,180,"Essential maintenance work in the Tunnel","2018-03-25 00:12:54.331",51.0963,1.13505,"increasing"
"F","delayed",2,0,240,"none/unknown","2018-03-25 00:12:54.432",50.9239,1.81604,"increasing"
"UK","delayed",1,0,180,"Essential maintenance work in the Tunnel","2018-03-25 00:43:05.57",51.0963,1.13505,"stable"
"F","delayed",1,0,270,"none/unknown","2018-03-25 00:43:05.671",50.9239,1.81604,"increasing"
"UK","delayed",2,0,120,"Essential maintenance work in the Tunnel","2018-03-25 01:12:54.361",51.0963,1.13505,"decreasing"
"F","delayed",1,0,330,"none/unknown","2018-03-25 01:12:54.459",50.9239,1.81604,"increasing"
"UK","normal",1,0,60,"Essential maintenance work in the Tunnel","2018-03-25 01:43:06.253",51.0963,1.13505,"decreasing"
"F","delayed",1,0,150,"none/unknown","2018-03-25 01:43:06.354",50.9239,1.81604,"decreasing"
"UK","delayed",1,0,120,"Essential maintenance work in the Tunnel","2018-03-25 02:13:06.108",51.0963,1.13505,"increasing"
"F","delayed",1,0,240,"none/unknown","2018-03-25 02:13:06.21",50.9239,1.81604,"increasing"
"UK","delayed",1,0,120,"Essential maintenance work in the Tunnel","2018-03-25 02:42:54.778",51.0963,1.13505,"stable"
"F","delayed",1,0,240,"none/unknown","2018-03-25 02:42:54.879",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"Essential maintenance work in the Tunnel","2018-03-25 03:12:54.539",51.0963,1.13505,"decreasing"
"F","delayed",1,0,240,"none/unknown","2018-03-25 03:12:54.64",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"Essential maintenance work in the Tunnel","2018-03-25 03:42:55.267",51.0963,1.13505,"increasing"
"F","delayed",1,0,240,"none/unknown","2018-03-25 03:42:55.368",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"Essential maintenance work in the Tunnel","2018-03-25 04:12:54.911",51.0963,1.13505,"stable"
"F","delayed",1,0,240,"none/unknown","2018-03-25 04:12:55.071",50.9239,1.81604,"stable"
"UK","delayed",2,0,120,"Essential maintenance work in the Tunnel","2018-03-25 04:42:53.786",51.0963,1.13505,"stable"
"F","delayed",2,0,180,"none/unknown","2018-03-25 04:42:53.886",50.9239,1.81604,"decreasing"
"UK","normal",3,0,60,"none/unknown","2018-03-25 05:12:53.857",51.0963,1.13505,"decreasing"
"F","delayed",2,0,180,"overrunning planned Tunnel maintenance","2018-03-25 05:12:53.958",50.9239,1.81604,"stable"
